tmdb_id,title,release_date,runtime,budget,revenue,cast,crew,countries,genres,production_companies
438184,Seeing Red,2000-03-19,102,0,0,"['Sarah Lancashire', 'Richard Dillane', 'Eileen Davies', 'John Quayle', 'Lizzy McInnerny', 'Olwen May', 'Reece Noi', 'Roberta Kerr', 'Michael Jenn', 'Lloyd Peters']","['Coral Atkins', 'Christopher Monger', 'Graham Theakston', 'Pippa Cross', 'Jenny Edwards', 'Jeanna Polley', 'Neal Weisman', 'Barrington Pheloung', 'Lukas Strebel', 'Paul Kirby']",['GB'],"['Drama', 'TV Movie']","['Granada Productions', 'The Producers Films', 'GBH']"
227081,The Color of Love: Jacey's Story,2000-03-19,120,0,0,"['Gena Rowlands', 'Louis Gossett Jr.', 'Penny Fuller', 'Stella Parton', 'Helen Floyd', 'Michael Burgess', 'Penny Bae Bridges', 'Chandler McIntyre', 'Penny Bae Bridges', 'Monica Parker']","['Sheldon Larry', 'Karl Herrmann', 'Dennis Considine', 'Nancey Silvers', 'J.A.C. Redford', 'Dan Wigutow', 'Jeffrey S. Grant', 'Paul LaMastra', 'Louis Gossett Jr.']",['US'],"['Drama', 'TV Movie']",['Logo Entertainment']
631497,When I Fall in Love... with Both,2000-03-20,115,0,0,"['Michele Reis', 'Theresa Lee Yee-Hung', 'Fann Wong', 'Peter Ho', 'Alex Fong Chung-Sun', 'David Wu', 'James Lye', 'James Chen', 'Sean Chan', 'Law Kar-Ying']","['Bill Lui Cho-Hung', 'Jacky Tang Hon-Pong', 'Samson Chiu Leung-Chun', 'Samson Chiu Leung-Chun', 'Kwun Hung Siu', 'Chiu Tsang-Hei', 'Lin Che-Yeung']","['HK', 'SG']","['Drama', 'Romance']",[]
573813,A Tale of Two Bunnies,2000-03-20,0,0,0,"['Julie Condra', 'Marina Black', 'Mark Famiglietti', 'Kristin Booth', 'Rhea Perlman', 'Marilu Henner', 'Heather Allin', 'Sandra P. Grant']","['Jack Grossbart', 'Dean Okrand', 'Joan Barnett', 'Mark Adler', 'Tina Gerussi', 'Judith R. Gellman', 'Linda L. Kent', 'Gerry Holmes', 'Mike Ozier', 'Jonathan Siegel']",['US'],"['TV Movie', 'Drama']","['Grossbart Barnett Productions', 'ABC']"
161223,Dulhan Hum Le Jayenge,2000-03-20,141,0,0,"['Salman Khan', 'Karisma Kapoor', 'Om Puri', 'Paresh Rawal', 'Anupam Kher', 'Deepak Tijori', 'Kader Khan', 'Satish Kaushik', 'Johny Lever', 'Kashmera Shah']","['David Dhawan', 'Nath Gupta', 'R. Verman Shetty', 'Rumi Jaffery', 'Harmeet Singh', 'Sudhakar Sharma', 'Mahendra Verma', 'Alka Yagnik', 'Sonu Nigam', 'Rumi Jaffery']",['IN'],"['Comedy', 'Romance']",[]
143506,The Darkness Beyond,2000-03-20,70,0,0,"['Laura Coratti', 'Emanuele Cerman', 'Giuseppe Gobbato', 'Michael Segal', 'Massimo Storari', 'Caterina Zanca', 'Roberta Marrelli']","['Ivan Zuccon', 'Ivan Zuccon', 'Ivan Zuccon', 'Ivan Zuccon', 'Valerio Zuccon', 'Ipnosi', 'Andrea Marchi', 'Donatella Ravagnani', 'Massimo Zuccon', 'Massimo Zuccon']",['IT'],['Horror'],['ArabesqueFILM']
231193,Nie mehr zweite Liga,2000-03-21,0,0,0,"['Jochen Nickel', 'Dietmar Bär', 'Nina Petri', 'Nina Kronjäger', 'Angelika Bartsch', 'Dieter Pfaff', 'Matthias Redlhammer', 'Paul Faßnacht', 'Peter Lohmeyer', 'Joe Bausch']","['Lothar Kurzawa', 'Ronald Mühlfellner', 'Kaspar Heidelbach', 'Gebhard Henke']",['DE'],"['Comedy', 'Crime']",[]
186137,Le ali della vita,2000-03-21,200,0,0,"['Sabrina Ferilli', 'Virna Lisi', 'Tobias Hoesl', 'Marisa Merlini']",['Stefano Reali'],['IT'],[],[]
90289,The Wrecking Crew,2000-03-21,80,0,0,"['Ice-T', 'Ernie Hudson Jr.', 'T.J. Storm', 'David Askew', 'Tarsha Nicole Jones', 'Vincent Klyn', 'Romany Malco', 'Rob Ladesich', 'Jahi J.J. Zuri', 'Snoop Dogg']","['Albert Pyun', 'Jorge Hinojosa', 'Mark Allen', 'Ice-T', 'Mark Allen', 'Gary Schmoeller', 'Tom Karnowski', 'Philip Alan Waters', 'Nenad Pečur', 'Lenka Jones Štefankovičová']",[],"['Action', 'Thriller', 'Drama']",[]
50477,Epicenter,2000-03-21,102,0,0,"['Traci Lords', 'Gary Daniels', 'Jeff Fahey', 'Daniela Nane', 'Constantin Cotimanis', 'Katie Stuart', 'Andrew Francis', 'Trevor White', 'Barry W. Levy', 'Mark Holden']","['Richard Pepin', 'Clara Tudose', 'Holly Atchison', 'Andrei Boncea', 'Richard Pepin', 'Ion Ionescu', 'Blair Law', 'Greg McBride', 'Richard Leiterman', 'Howard Flaer']","['RO', 'US']","['Action', 'Adventure', 'Crime']","['PM Entertainment Group', 'Media Pro Pictures']"
1385443,Confession d'un tueur,2000-03-22,0,0,0,"['Aladin Reibel', 'Noémie Kocher', 'Sophie-Charlotte Husson', 'Arielle Sémenoff', 'Luc Lavandier', 'Vincent Nemeth', 'Marc Berman', 'Philippe Frécon', 'Alexis Desseaux']","['Alexis Lecaye', 'Alexis Lecaye', 'Alexis Lecaye', 'Jean-Pierre Guérin', 'Nicolas Gerber', 'Thierry Rouden', 'Michel Thinard', 'Agnès Laguerre', 'Luc Goldenberg', 'Fabrice Conesa']",[],[],[]
1079714,New Female Teacher The Warmth of the Infirmary,2000-03-22,77,0,0,"['Miki Aizawa', 'Yuka Takahashi', 'Tôgo Okumoto', 'Atsushi Narasaka']","['Hajime Gonno', 'Akihiko Kaizu', 'Hideaki Nishiyama', 'Hajime Gonno', 'Kōichi Saitō']",['JP'],['Drama'],['TMC']
974287,Black Jack: The Boy Who Came from the Sky,2000-03-22,22,0,0,"['Akio Otsuka', 'Yuko Mizutani']","['Shinji Seya', 'Kouichi Chiba', 'Kazuo Okada', 'Shinji Seya', 'Osamu Tezuka', 'Takayuki Noguchi', 'Minoru Kohno', 'Mieko Hosoi', 'Noboru Furuse']",['JP'],"['Animation', 'Drama']","['Tezuka Productions', 'Akita Shoten']"
127752,Believe,2000-03-22,97,1500000,0,"['Ricky Mabe', 'Elisha Cuthbert', 'Mario Boni', 'Justin Bradley', 'Vlasta Vrana', 'Jayne Heitmeyer', 'Christopher Heyerdahl', 'Chip Chuipka', 'Jan Rubeš', 'Una Kay']","['Roc LaFortune', 'Richard Goudreau', 'Robert Tinnell', 'Robert Tinnell', 'Richard Goudreau', 'Jules Ricard', 'Jerry Devilliers', 'Gaétan Huot', 'Normand Robitaille', 'Marlène Rouleau']",['CA'],"['Horror', 'Thriller', 'Family']","['Lions Gate Films', 'Melenny Productions']"
125753,A Considerable Disturbance,2000-03-22,110,0,0,"['Jalil Lespert', 'Mireille Perrier', 'Chantal Banlier', 'Clément Sibony', 'Yasmine Belmadi', 'Lokman Nalcakan', 'Jackie Berroyer', 'Bernard Blancan']","['Bernard Stora', 'Bernard Stora', 'Gilles Taurand']",['FR'],"['Drama', 'Romance']",[]
107191,Superguy: Behind the Cape,2000-03-22,74,0,0,"['Mark Teague', 'Charles Dierkop', 'Katherine Victor', 'Tim Peyton', 'David Anthony Hernandez']","['Bill Lae', 'Mark Teague']",['US'],"['Action', 'Comedy']",[]
9883,Otto - The Disaster Movie,2000-03-22,87,0,5058355,"['Otto Waalkes', 'Eva Haßmann', 'Reiner Schöne', 'Michael Schweighöfer', 'Wotan Wilke Möhring', 'Steffen Münster', 'Tilly Lauenstein', 'Wilfried Hochholdinger', 'Ben Becker', 'Boris Aljinovic']","['Annette Dorn', 'Edzard Onneken', 'Otto Waalkes', 'Wolfgang Treu', 'Bernd Eilert', 'Horst Wendlandt', 'Darius Zahir', 'Michel Bergmann']",['DE'],['Comedy'],['Rialto Film']
2085,Romeo Must Die,2000-03-22,115,25000000,91036760,"['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'Delroy Lindo', 'D. B. Woodside', 'Henry O', 'Jon Kit Lee', 'Edoardo Ballerini', 'Anthony Anderson']","['Derek Brechin', 'Andrzej Bartkowiak', 'John Jarrell', 'Stanley Clarke', 'Eric Bernt', 'Lora Kennedy', 'Glen MacPherson', 'Dane A. Davis', 'Dane A. Davis', 'Joe Milner']",['US'],"['Action', 'Crime', 'Thriller']","['Silver Pictures', 'Warner Bros. Pictures']"
893263,Oasis: Live from Bruxelles,2000-03-23,42,0,0,"['Liam Gallagher', 'Noel Gallagher', 'Alan White', 'Gem Archer', 'Andy Bell']","['Debbie Phillips', 'Lin Hartley', 'Keith Mayes', 'Alex Gurdon', 'Hamish Hamilton', 'Jez Breadin', 'Richard Godfrey', 'Harriet Sheard', 'Curtis Dunne', 'Shelley Kingston']",[],['Music'],['MTV']
700989,To Where He Belongs,2000-03-23,88,0,0,"['Simon Yam', 'Gigi Lai Chi', 'Steven Ma Chun-Wai', 'Ben Ng Ngai-Cheung', 'Ray Chan Kin-Wing', 'Suki Chan Sau-Yue', 'Lai Suen']","['Ally Wong', 'Sam Wong', 'Lam Moon-Wa', 'Chan Yiu-Ming', 'Jerry Chan Chi-Hang']",['HK'],"['Crime', 'Romance']","['Wide Sight Entertainment Ltd.', 'Paramont Star Production Ltd.']"
229373,The Birthday,2000-03-23,114,0,0,"['Camilla Lundén', 'Göran Stangertz', 'Lena Endre', 'Pernilla August', 'Sven Lindberg', 'Mona Malm', 'Sven-Bertil Taube', 'Jakob Eklund', 'Börje Ahlstedt', 'Rebecka Liljeberg']","['Carl Edström', 'Christer Melén', 'Tomas Krantz', 'Mats Lindskog', 'Richard Hobert', 'Richard Hobert', 'Bengt Persson', 'Richard Hobert', 'Aïda Kalnins', 'Lars Crépin']",['SE'],['Drama'],['Sandrews']
155807,Mapagbigay,2000-03-23,95,0,0,[],['Emmanuel H. Borlaza'],['PH'],['Drama'],[]
48790,Foreign Fields,2000-03-23,93,0,0,"['Pelle Hvenegaard', 'Nikolaj Coster-Waldau', 'Anders Valentinus Dam', 'Anne Seier Hansen', 'Bjarne Henriksen', 'Jonas Holm', 'Albert Jalakas', 'Julia Jäger', 'Eero Kaldah', 'Marika Korolev-Pihelpuu']","['Aage Rais-Nordentoft', 'Kalju Kivi', 'Andres Arro', 'Marje Tõemäe', 'Jens Dahl', 'Henrik Danstrup', 'Merete Stubkjær', 'Aage Rais-Nordentoft', 'Morten Giese', 'Peeter Urbla']","['DK', 'EE']","['Drama', 'War']",['Balboa Enterprise ApS']
507338,Horoscope II: The Woman From Hell,2000-03-24,85,0,0,"['Pinky Cheung Man-Chi', 'Sophie Ngan Chin-Man', 'Simon Yam', 'Tony Ho', 'Kitty Chung Kit-Yee', 'Keith Ng Shui-Ting']","['Steve Cheng Wai-Man', 'Cary Cheng Kim-Fung', 'Lee Siu-Kay']",['HK'],['Horror'],[]
453898,Snow/Woman,2000-03-24,60,0,0,"['Kiyomi Itō', 'Yohta Kawase', 'Shirō Shimomoto', 'Kikujiro Honda', 'Shiori Kuroda']",['Mitsuru Meike'],['JP'],['Drama'],['Shintoho Pictures']
389569,Lost Killers,2000-03-24,98,0,0,"['Nicole Seelig', 'Mišel Matičević', 'Lasha Bakradze', 'Elie James Blezes']","['Dito Tsintsadze', 'Benedict Neuenfels']",['DE'],"['Comedy', 'Drama']",[]
389437,Border Patrol,2000-03-24,89,0,0,"['Michael DeLorenzo', 'Clayton Rohner', 'Lewis Fitz-Gerald', 'Mary Elkins', 'Bianca Nacson', 'Anthony Brandon Wong', 'Tony Harvey']","['Geoffrey Owen', 'Carolina Häggström', 'Mark Haber', ""Patrick O'Hearn"", 'Penny Ludford', 'Miguel Tejada-Flores', 'Brian Burgess', 'Todd Darling', 'Ian Allen', 'Ross Major']","['AU', 'US']","['Fantasy', 'Science Fiction', 'TV Movie']",['Wilshire Court Productions']
350701,Fanny Hill,2000-03-24,86,0,0,"['Cheryl Dempsey', 'James Highton', 'Melanie Shepherd', 'Gunter Würger', 'Sidonie Bond', 'Valentine Palmer', 'Christine Furness', 'Keith Drinkel', 'Mary Hudson', 'Reg Beecham']","['Valentine Palmer', 'Valentine Palmer', 'John Cleland', 'Valentine Palmer', 'Jon Felix', 'Clive Muller']",['GB'],['Drama'],"['Lifetime Vision', 'Playboy Entertainment Group']"
218463,Il segreto del giaguaro,2000-03-24,94,0,0,"['Piotta', 'Lando Buzzanca', 'Antonello Fassari', 'Enrico Salimbeni', 'G-Max', 'Ugo Conti', 'Gianni Ciardo', 'Taiyo Yamanouchi', 'Stefania Spugnini', 'Lenka Lanci']","['Antonello Fassari', 'Antonello Fassari', 'Antonio Manetti', 'Marco Manetti', 'Herbert Simone Paragnani', 'Fabio Zanello', 'Piotta', 'Michela Papa', 'Francesca Casciello', 'Tommaso Quattrini']",['IT'],['Comedy'],['Italian International Film']
123187,Sinbad: Beyond the Veil of Mists,2000-03-24,85,0,0,"['Alice Amter', 'Clint Carmichael', 'Brendan Fraser', 'Jennifer Hale', 'Mark Hamill', 'K.W. Miller', 'Robert Allen Mukes', 'Leonard Nimoy', 'John Rhys-Davies', 'Harry Zinn']","['Evan Ricks', 'Chris Desmond', 'Krishnan Jay', 'Usha Ganesarajah', 'Peter Mitchell Rubin', 'Andy Hill', 'Jeff Wolverton', 'Sriram Rajan', 'Lee Scott', 'Alan Jacobs']","['IN', 'US']","['Fantasy', 'Science Fiction', 'Family', 'Animation']","['Archer Entertainment Group', 'Improvision Corporation']"
109479,Buddy Boy,2000-03-24,105,0,0,"['Emmanuelle Seigner', 'Susan Tyrrell', 'Aidan Gillen', 'Mark Boone Junior', 'Darryl Henriques', 'Kellie Waymire', 'Michael Halsey', 'Harry Groener', 'Linda Manz']","['Mark Hanlon', 'Mark Hanlon', 'Hubert Taczanowski', 'Gina Mingacci', 'Nanda Rao', 'Elliot Lewis Rosenblatt', 'Cary Woods', 'Michael Brook', 'Graeme Revell', 'Brian Eno']",['US'],"['Drama', 'Thriller']","['Independent Pictures', 'Woods Entertainment']"
97983,Winter Lily,2000-03-24,86,0,0,"['Dorothée Berryman', 'Danny Gilmore', 'Jean-Pierre Bergeron', 'Christopher B. MacCabe', 'Philip LeMaistre', 'Peter Beland', 'Kimberly Laferriere']","['Ryosuke Aoike', 'Roshell Bissett', 'Roshell Bissett', 'Yuri Yoshimura-Gagnon', 'Samuel Gagnon']","['CA', 'JP']","['Mystery', 'Horror']",['Asmik Ace Entertainment']
58410,Tutto l'amore che c'è,2000-03-24,96,0,0,"['Damiano Russo', 'Michele Venitucci', 'Pierluigi Ferrandini', 'Celeste Pisenti', 'Vittoria Puccini', 'Alessandra Roveda', 'Teresa Saponangelo', 'Margherita Buy', 'Sergio Rubini', 'Gérard Depardieu']","['Vittorio Cecchi Gori', ""Mario D'Alessio"", 'Roberto Petrozzi', 'Decio Trani', 'Michele Fazio', 'Angelo Nicolini', 'Claudio Cordaro', 'Luca Gobbi', 'Paolo Carnera', 'Domenico Starnone']",['IT'],"['Comedy', 'Drama']",['Cecchi Gori Group Fin.Ma.Vi']
55296,Puppet Princess,2000-03-24,42,0,0,"['Akiko Yajima', 'Norio Wakamoto', 'Kōji Nakata', 'Minoru Inaba', 'Mugihito', 'Takeshi Aono']","['Hirotoshi Takaya', 'Kato Shunzo', 'Yoshioka Masahito', 'Hitoshi Nishiyama', 'Junichi Miyashita', 'Hirotoshi Takaya', 'Susuki Tsutomu', 'Kaoru Wada', 'Kazuhiro Fujita', 'Katsuyoshi Kobayashi']",['JP'],"['Animation', 'Action', 'Drama']","['TOHO', 'Shogakukan-Shueisha Productions', 'Kyokuichi-Tokyo Movie']"
46535,I Prefer the Sound of the Sea,2000-03-24,84,0,0,"['Silvio Orlando', 'Paolo Cirio', 'Michele Raso', 'Fabrizia Sacchi', 'Andrea Occhipinti', 'Eugenio Masciari', 'Marcello Mazzarella', 'Mimmo Calopresti', 'Raffaella Lebboroni', 'Palma Valentina Di Nunno']","['Mimmo Calopresti', 'Francesco Bruni', 'Francesco Bruni', 'Heidrun Schleef', 'Mimmo Calopresti', 'Mimmo Calopresti', 'Silvia Nebiolo', 'Alessandro Marrazzo', 'Franco Piersanti', 'Massimo Fiocchi']","['IT', 'FR']",['Drama'],"['Bianca Film', 'Mikado Film', 'RAI', 'Arcapix']"
42195,The Testaments of One Fold and One Shepherd,2000-03-24,65,0,0,"['Rick Macy', 'Jeremy Hoop', 'Al Harrington', 'Theo Coumbis', 'Tomas Ambt Kofod', 'Bruce Newbold', 'Oscar Rowland', 'Jobe Allen', 'Robert E. Hartenberger', 'Emilee Barber']","['Kieth Merrill', 'Kieth Merrill', 'Richard Duke', 'Fenton Quinn']",['US'],['Drama'],['The Church of Jesus Christ of Latter-day Saints']
37722,Waking the Dead,2000-03-24,105,8500000,327418,"['Billy Crudup', 'Jennifer Connelly', 'Paul Hipp', 'Hal Holbrook', 'Ivonne Coll', 'Lawrence Dane', 'Ed Harris', 'Janet McTeer', 'Molly Parker', 'Larry Marshall']","['Keith Gordon', 'Robert Dillon', 'Scott Spencer', 'Tom Richmond', 'Keith Gordon', 'Zoe Sakellaropoulo', 'Jodie Foster', 'Jeff Wishengrad', 'Richard Hicks', 'Renée April']","['CA', 'US']","['Mystery', 'Drama', 'Romance']","['PolyGram Filmed Entertainment', 'Egg Pictures', 'Gramercy Pictures']"
37716,Mr. Accident,2000-03-24,89,0,0,"['Yahoo Serious', 'Grant Piro', 'Helen Dallimore', 'Jeanette Cronin', 'Garry McDonald', 'David Field', 'Annalise Braakensiek', 'David Hoey', 'Felix Williamson', 'Pippa Grandison']","['Yahoo Serious', 'David Roach', 'Lulu Serious', 'Yahoo Serious', 'Warwick Ross', 'Steve Arnold', 'Steve Arnold', 'Greg Molineaux', 'Sophie Fabbri-Jackson', 'John Bowring']",['AU'],['Comedy'],"['United Artists', 'Animal Logic', 'Village Roadshow', 'Metro-Goldwyn-Mayer']"
16673,No Alibi,2000-03-24,90,0,0,"['Dean Cain', 'Lexa Doig', 'Eric Roberts', 'Peter Stebbings', 'Richard Chevolleau', 'Melissa DiMarco', 'Richard Zeman', 'Terry Simpson', 'Frank Schorpion', 'Patricia McKenzie']","['Michael Storey', 'Stefan Wodoslawsky', 'Emile Razpopov', 'Mariane Carter', 'Stéphane Reichel', 'David Blanchard', 'John Meighen', 'Roni Weisberg', 'Jean Desormeaux', 'Dessie Markovsky']","['US', 'CA']","['Thriller', 'Crime', 'Drama', 'Mystery']","['Coolbrook Media', 'Motion International']"
13539,Here on Earth,2000-03-24,96,15000000,10873148,"['Leelee Sobieski', 'Chris Klein', 'Josh Hartnett', 'Michael Rooker', 'Annie Corley', 'Bruce Greenwood', ""Annette O'Toole"", 'Elaine Hendrix', 'Stuart Wilson', 'Ronni Saxon']","['Mark Piznarski', 'Danny Wynands', 'Nancy Foy', 'Michael Seitzman', ""Michael D. O'Shea"", 'Andrea Morricone', 'Robert Frazen', 'Lance Gilbert', 'Buddy Joe Hooker', 'June Brickman']",['US'],"['Romance', 'Drama']","['Friendly Productions', 'Fox 2000 Pictures']"
813407,Impact,2000-03-25,90,0,0,"['Jack Bradley', 'Michele Howard', 'Crystal Smith', 'Bill Wendel']","['Christopher Robin Hood', 'Christopher Robin Hood']",[],"['Drama', 'Romance']",[]
639616,Dolman 2000,2000-03-25,35,0,0,"['Yaima Fernández', 'Carmen Morales', 'Tamara Melián', 'Jorge Molina', 'Jesús Rosabal', 'Edgar Soberón Torchia', 'Alexis Álvarez', 'Leopoldo Pinzón', 'Mirtha Licea', 'Elián Golpeador']","['Adrián García Bogliano', 'Ramiro García Bogliano', 'Jorge Molina', 'Adrián García Bogliano', 'Ramiro García Bogliano', 'Jorge Molina', 'Raúl Rodríguez', 'Jeseck López', 'Alexis Álvarez', 'Alexis Álvarez']","['AR', 'CU']","['Comedy', 'Thriller']","['EICTV', 'La Tiñosa Autista', 'Roman Porno Eiga', 'Escuela Internacional de Cine y Televisión (EICTV)']"
513829,Alien Technology,2000-03-25,48,0,0,"['Stacy Keach', 'Hilary Huber']","['Scott McClintock', 'Scott McClintock']",[],['Documentary'],[]
44203,Ju-on: The Curse 2,2000-03-25,76,0,196200,"['Yuko Daike', 'Kaku Tomohiro', 'Makoto Ashikawa', 'Takako Fuji', 'Ryôta Koyama', 'Takashi Matsuyama', 'Taizô Mizumura', 'Harumi Matsukaze', 'Mayuko Saitô', 'Yûrei Yanagi']","['Takashige Ichise', 'Kazuo Kato', 'Mitsuru Kurosawa', 'Takashi Shimizu', 'Masaaki Takashima', 'Gary Ashiya', 'Nobuhito Kitsugi', 'Keiichi Kitagawa', 'Hiroyuki Tashiro', 'Takashi Shimizu']",['JP'],"['Horror', 'Mystery']","['Toei Video Company', 'Toei Company']"
2332,Taxi 2,2000-03-25,82,10500000,64433844,"['Samy Naceri', 'Frédéric Diefenthal', 'Marion Cotillard', 'Emma Wiklund', 'Bernard Farcy', 'Jean-Christophe Bouvet', 'Frédérique Tirmont', 'Marc Faure', 'Haruhiko Hirata', 'Tsuyu Shimizu']","['Luc Besson', 'Gérard Krawczyk', 'Laurent Pétin', 'Gérard Sterin', 'Luc Besson', 'Michèle Pétin', 'Marc Hoang', 'Virginie Arnaud', 'Alain Dutartre', 'Gaëlle Cohen']",['FR'],"['Action', 'Comedy', 'Adventure', 'Crime']","['ARP Sélection', 'TF1 Films Production', 'Leeloo Productions', 'Le Studio Canal+']"
438110,The Last Musketeer,2000-03-26,120,0,0,"['Robson Green', 'Rab Affleck', 'Maureen Beattie', 'Joe Caffrey', 'Shelley Conn', 'Holly Davidson', 'Joe Dixon', 'Nicole Charles', 'Eric Deacon', 'Liane Claire Dickie']","['Doreen Jones', 'Luci Anderson', 'Sebastian Secker-Walker', 'Tony Miller', 'Marius Van Der Werff', 'Sue Wild', 'Hazel Pethig', 'Petra Fried', 'Fiona Harvey', 'Bill Boyes']",['GB'],"['Thriller', 'TV Movie', 'Drama', 'Romance']","['scottish tv and film enterprises', 'Coastal Productions']"
203009,Blackwood Evil,2000-03-26,85,0,0,"['Joanie Bannister', 'Peggy Catt', 'Michael Paul', 'Richard Catt', 'Dan Allen', 'Kenneth Marshall']","['Chris Catt', 'Richard Catt', 'Richard Catt', 'Richard Catt']",['US'],['Horror'],['Cattskill Productions']
152970,El Valley Centro,2000-03-27,87,0,0,[],['James Benning'],['US'],['Documentary'],[]
60587,The Audrey Hepburn Story,2000-03-27,133,0,0,"['Jennifer Love Hewitt', 'Frances Fisher', 'Keir Dullea', 'Gabriel Macht', 'Peter Giles', 'Emmy Rossum', 'Eric McCormack', 'Seana Kofoed', 'Michael J. Burg', 'Stéphane Archambault']","['Marsha Norman', 'Steven Robman', 'Steven Robman', 'Peter B. Ellis', 'Kimberly Rubin', 'Jean-Baptiste Tard', 'Jennifer Love Hewitt', 'Pierre Letarte', 'Robert Greenwald', 'Kay Hoffman']","['CA', 'US']","['Drama', 'TV Movie']","['Robert Greenwald Productions', 'Endemol Entertainment']"
685908,The Sixth Sense: A Conversation with M. Night Shyamalan,2000-03-28,9,0,0,['M. Night Shyamalan'],['Laurent Bouzereau'],[],"['Documentary', 'Thriller']",[]
685907,The Sixth Sense: Rules and Clues,2000-03-28,6,0,0,"['Frank Marshall', 'Barry Mendel', 'M. Night Shyamalan']",['Laurent Bouzereau'],[],"['Documentary', 'Thriller']",[]
685904,The Sixth Sense: The Actors,2000-03-28,7,0,0,['M. Night Shyamalan'],['Laurent Bouzereau'],[],"['Documentary', 'Thriller']",[]
551962,School Ghost Story: Curse Special,2000-03-28,92,0,0,"['Naoto Takenaka', 'Masanobu Ando', 'Takashi Fujii', 'Kirina Mano', 'Daishi Matsunaga', 'Norio Tsuruta', 'Houka Kinoshita', 'Rina Uchiyama', 'Yumi Egawa', 'Mai Hosho']","['Yasuyuki Uemura', 'Shinobu Yaguchi', 'Takehiko Tanaka', 'Shoji Masui', 'Kundo Koyama', 'Atsuko Sagara', 'Toshio Lee', 'Toshiyuki Mizutani', 'Toshikazu Nagae', 'Shinobu Yaguchi']",['JP'],"['Horror', 'Fantasy', 'TV Movie']",['Kansai Television']
459452,Woman of Mud,2000-03-28,105,0,0,"['Carlos Morales', 'Klaudia Koronel', 'Marcus Madrigal', 'Caloy Alde', 'John Arcilla', 'Dido De La Paz', 'Joanne Miller']","['Rico Maria Ilarde', 'Rico Maria Ilarde', 'Andrew Paredes', 'Mike Villegas', 'Renewin Alano', 'Johnny Araojo', 'Fritz Silorio', 'Arnold Reodica', 'Addiss Tabong', 'Angelo Villegas']",['PH'],"['Action', 'Thriller', 'Horror']",['Regal Entertainment']
409725,The Land of the Wandering Souls,2000-03-28,100,0,0,[],"['Rithy Panh', 'Cati Couteau', 'Prum Mésar', 'Isabelle Roudy', 'Marie-Christine Rougerie', 'Rithy Panh']","['KH', 'FR', 'TH', 'VN']",['Documentary'],[]
354033,Persian Series #9,2000-03-28,4,0,0,[],['Stan Brakhage'],['US'],[],[]
354031,Persian Series #8,2000-03-28,3,0,0,[],['Stan Brakhage'],['US'],[],[]
354030,Persian Series #7,2000-03-28,3,0,0,[],['Stan Brakhage'],['US'],[],[]
354029,Persian Series #6,2000-03-28,3,0,0,[],['Stan Brakhage'],['US'],[],[]
262526,Voodoo Dawn,2000-03-28,94,0,0,"['Michael Madsen', 'Rosanna Arquette', 'Balthazar Getty', 'Phillip Glasser', 'James Russo', 'Robert Knott', 'Roy Ageloff', 'Stuart Stone', 'Jack Radosta', 'Pat Perkins']","['Andrzej Sekula', 'Johnny McMahon', 'Andrzej Sekula', 'Leonard R. Spears', 'David Baer', 'Joey Horvitz', 'Alan Caudillo', 'Daniel Loewenthal', 'Cammie Morgan', ""Dennis M. O'Connor""]",['US'],['Thriller'],"['Cutting Edge Entertainment', 'Bridge Pictures']"
173374,The Sky Is Falling,2000-03-28,102,0,0,"['Isabella Rossellini', 'Jeroen Krabbé', 'Barbara Enrichi', 'Gianna Giachetti', 'Luciano Virgilio', 'Azzurra Antonacci']","['Daniele Botteselle', 'Andrea Frazzi', ""Suso Cecchi d'Amico"", 'Antonio Frazzi', 'Lorenza Mazzetti']",['IT'],"['War', 'Drama', 'Music', 'Romance']","['Cinecitta 3', 'Istituto Luce Cinecittà', 'MiC']"
163083,Water for Maya,2000-03-28,3,0,0,[],['Stan Brakhage'],['US'],[],[]
128600,The God of Day Had Gone Down Upon Him,2000-03-28,50,0,0,[],['Stan Brakhage'],['US'],[],[]
18011,Leprechaun in the Hood,2000-03-28,90,0,0,"['Warwick Davis', 'Ice-T', 'Anthony Montgomery', 'Rashaan Nall', 'Red Grant', 'Bebe Drake', 'Dan Martin', 'Lobo Sebastian', 'Chloe Hunter', 'Ivory Ocean']","['Kim Williams', 'Jon Huffman', 'Ralph Cooper', 'Elizabeth Ennis', 'Gabriel Bartalos', 'Joel C. High', 'Nicholas Rivera', 'Nava', 'JJ Jackson', 'Mike Mickens']",['US'],"['Horror', 'Comedy']","['Trimark Pictures', 'Lionsgate']"
475731,Ainsi soit-il,2000-03-29,80,0,0,"['Paul Blain', 'Sylvie Ollivier', 'Marie Allanioux', 'Delphine Dalbin', 'Michel Subor', 'Claude Cernay', 'Dominique Valera', 'Anicée Alvina', 'Pierre Charrasse', 'Michèle Sautereaud']","['Gérard Blain', 'Wilhelm Bérard', 'Michel Marmin', 'Jean-Pierre Stora', 'Gérard Blain', 'Daniel Gaudry', 'Olivier Mauffroy']",['FR'],['Drama'],"['Léo et Cie', 'CNC', 'Canal+']"
